collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.enterer,collection.reference_no,pubyr,state,county,latdec,lngdec,geogscale,spatial_resolution,geogcomments,10_my_bin,ma_max,ma_min,ma_mid,zone,geological_group,formation,member,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratscale,stratcomments,lithdescript,lithadj,lithification,minor_lithology,lithology1,fossilsfrom1,lithification2,minor_lithology2,lithadj2,lithology2,fossilsfrom2,environment,tectonic_setting,pres_mode,geology_comments,spatial_resolution2,temporal_resolution,feed_pred_traces,encrustation,bioerosion,fragmentation,sorting,art_whole_bodies,disart_assoc_maj_elems,lagerstatten,concentration,orientation,preservation_quality,abund_in_sediment,assembl_comps,taphonomy_comments,collection_type,collection_coverage,coll_meth,collection_size,collection_size_unit,museum,collectors,collection_dates,rock_censused_unit,rock_censused,collection_comments,taxonomy_comments,collection.created
3614,PaleoDB,M. Patzkowsky,,Exogyra,,spinifera,,,,,K. Layou,216,1996,Texas,Medina,29.347222,-99.141111,small collection,,"South bank of Medina River at place where irrigation water is siphoned under the river the second time, 3.2 km N of Rio Medina",Cretaceous 7,84.9,70.6,77.75,,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate the Anacacho LS to the Baculites sp. (weak flank ribs), Baculites sp. (smooth) zone, which is late upper Campanian in Gradstein et al., 2004, through the Baculites maclearni zone., which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,,,05/08/1999 12:24
3614,PaleoDB,M. Patzkowsky,,Neithea,,quinquecostata,,Neithea,,quinquecostata,K. Layou,216,1996,Texas,Medina,29.347222,-99.141111,small collection,,"South bank of Medina River at place where irrigation water is siphoned under the river the second time, 3.2 km N of Rio Medina",Cretaceous 7,84.9,70.6,77.75,,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate the Anacacho LS to the Baculites sp. (weak flank ribs), Baculites sp. (smooth) zone, which is late upper Campanian in Gradstein et al., 2004, through the Baculites maclearni zone., which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,,,05/08/1999 12:24
3614,PaleoDB,M. Patzkowsky,aff.,Plicatula,,clarki,,,,,K. Layou,216,1996,Texas,Medina,29.347222,-99.141111,small collection,,"South bank of Medina River at place where irrigation water is siphoned under the river the second time, 3.2 km N of Rio Medina",Cretaceous 7,84.9,70.6,77.75,,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate the Anacacho LS to the Baculites sp. (weak flank ribs), Baculites sp. (smooth) zone, which is late upper Campanian in Gradstein et al., 2004, through the Baculites maclearni zone., which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,,,05/08/1999 12:24
3614,PaleoDB,M. Patzkowsky,,Pycnodonte,,mutabilis,,,,,K. Layou,216,1996,Texas,Medina,29.347222,-99.141111,small collection,,"South bank of Medina River at place where irrigation water is siphoned under the river the second time, 3.2 km N of Rio Medina",Cretaceous 7,84.9,70.6,77.75,,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate the Anacacho LS to the Baculites sp. (weak flank ribs), Baculites sp. (smooth) zone, which is late upper Campanian in Gradstein et al., 2004, through the Baculites maclearni zone., which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,,,05/08/1999 12:24
3616,PaleoDB,M. Patzkowsky,,Inoceramus,,balticus,,Inoceramus,,balticus,K. Layou,216,1996,Texas,Medina,29.026944,-99.139722,small collection,,"Bed of Seco Creek 4.8 km N of D'Hanis, south of August Rathe ranch house",Cretaceous 7,84.9,70.6,77.75,,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate the Anacacho LS to the Baculites sp. (weak flank ribs), Baculites sp. (smooth) zone, which is late upper Campanian in Gradstein et al., 2004, through the Baculites maclearni zone., which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,,,05/08/1999 12:29
3617,PaleoDB,M. Patzkowsky,,Pycnodonte,,mutabilis,,,,,K. Layou,216,1996,Texas,Medina,29.347222,-99.141111,small collection,,"Hondo Creek, King's Water Hole N of Hondo",Cretaceous 7,84.9,70.6,77.75,Baculites maclearni,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate this section to the Baculites maclearni zone., which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,,,05/08/1999 12:33
3621,PaleoDB,M. Patzkowsky,,Pholadomya,,ingens,,,,,K. Layou,216,1996,Texas,Medina,29.347222,-99.141111,small collection,,Hondo Creek,Cretaceous 7,84.9,70.6,77.75,Baculites sp.,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate the Anacacho LS to the Baculites sp. (weak flank ribs), Baculites sp. (smooth) zone, which is late upper Campanian in Gradstein et al., 2004, through the Baculites maclearni zone., which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,,,05/08/1999 12:45
3622,PaleoDB,M. Patzkowsky,,Camptonectes,,burlingtonensis,,,,,K. Layou,216,1996,Texas,Medina,29.347222,-99.141111,small collection,,"Hondo Creek, King's Water Hole",Cretaceous 7,84.9,70.6,77.75,Baculites maclearni,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate this section to the Baculites maclearni zone., which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,,,05/08/1999 12:48
3624,PaleoDB,M. Patzkowsky,cf.,Granocardium,,conradi,,,,,K. Layou,216,1996,Texas,Medina,29.347222,-99.141111,small collection,,"Hondo Creek, King's Water Hole",Cretaceous 7,84.9,70.6,77.75,Baculites maclearni,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate this section to the Baculites maclearni zone, which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,"this list is of all fossils in bed 10 Schultz section and includes:  TMM UT-42122, TMM UT-42135, TMM UT-42151",,05/08/1999 10:55
3624,PaleoDB,M. Patzkowsky,cf.,Paranomia,,scabra,,,,,K. Layou,216,1996,Texas,Medina,29.347222,-99.141111,small collection,,"Hondo Creek, King's Water Hole",Cretaceous 7,84.9,70.6,77.75,Baculites maclearni,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate this section to the Baculites maclearni zone, which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,"this list is of all fossils in bed 10 Schultz section and includes:  TMM UT-42122, TMM UT-42135, TMM UT-42151",,05/08/1999 10:55
3626,PaleoDB,M. Patzkowsky,,Limea,,reticulata,,,,,K. Layou,216,1996,Texas,Medina,29.347222,-99.141111,small collection,,"Hondo Creek, King's Water Hole",Cretaceous 7,84.9,70.6,77.75,Baculites maclearni,,Anacacho Limestone,,,,,,,,,,,"Swezey and Sullivan (2004) correlate this section to the Baculites maclearni zone, which is middle Campanian in Gradstein et al., 2004.",,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,,,05/08/1999 13:01
3627,PaleoDB,M. Patzkowsky,,Exogyra,,erraticostata,,,,,K. Layou,216,1996,Texas,,29.176111,-100.200278,small collection,,"Gene Milam Ranch, Anacacho Mts.",Cretaceous 7,84.9,70.6,77.75,,,Anacacho Limestone,,,,,,,,,,,,,,,,"""carbonate""",,,,,,,marine indet.,,body,,,,,,,,,,,,,,,,mesofossils,,biostratigraphic,some macrofossils,survey of museum collection,,,TMM,,,,,,,05/08/1999 13:05
83054,PaleoDB,A. Hendy,,Inoceramus,,sp.,,,,,A. Hendy,27894,1993,Arkansas,Howard,33.7675,-93.924167,outcrop,,"SPECIFIC LOCATION: Okay Quarry of the Ideal Cement Company in the NW1/4 SW1/4 sec. 30, T. 11 S., R. 27 W., Howard Co., Arkansas. LAT/LONG: estimated based on Okay, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some genera,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",06/08/2008 13:59
83054,PaleoDB,A. Hendy,,Pycnodonte,,sp.,,,,,A. Hendy,27894,1993,Arkansas,Howard,33.7675,-93.924167,outcrop,,"SPECIFIC LOCATION: Okay Quarry of the Ideal Cement Company in the NW1/4 SW1/4 sec. 30, T. 11 S., R. 27 W., Howard Co., Arkansas. LAT/LONG: estimated based on Okay, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some genera,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",06/08/2008 13:59
83054,PaleoDB,A. Hendy,,Spondylus,,sp.,,,,,A. Hendy,27894,1993,Arkansas,Howard,33.7675,-93.924167,outcrop,,"SPECIFIC LOCATION: Okay Quarry of the Ideal Cement Company in the NW1/4 SW1/4 sec. 30, T. 11 S., R. 27 W., Howard Co., Arkansas. LAT/LONG: estimated based on Okay, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some genera,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",06/08/2008 13:59
83054,PaleoDB,A. Hendy,,Atreta,,sp.,,,,,A. Hendy,27894,1993,Arkansas,Howard,33.7675,-93.924167,outcrop,,"SPECIFIC LOCATION: Okay Quarry of the Ideal Cement Company in the NW1/4 SW1/4 sec. 30, T. 11 S., R. 27 W., Howard Co., Arkansas. LAT/LONG: estimated based on Okay, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"body,cast,mold/impression,original calcite",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some genera,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",06/08/2008 13:59
55245,ETE,M. Carrano,,Aphrodina,,tippana,,,,,M. Carrano,14704,1993,Coahuila,,25.5,-101.400278,outcrop,parautochthonous,"Cerro de los Dinosaurios (= Cerro de la Virgen ), near Rincón Colorado, W of Saltillo",Cretaceous 7,84.9,70.6,77.75,,Difunta,Cerro del Pueblo,,,,,,,,,,group of beds,no details given,,,,,mudstone,Y,,,,,,estuary/bay,,"body,trace","shallow, extensive brackish water bays, distributary channels",parautochthonous,,,,,,,,many,,concentrated,,,,macrofossils,,general faunal/floral,,"surface (float),surface (in situ),field collection",,,,,1975-1993,,,,,02/10/2005 20:40
55245,ETE,M. Carrano,,Flemingostrea,,subspatula,,,,,M. Carrano,14704,1993,Coahuila,,25.5,-101.400278,outcrop,parautochthonous,"Cerro de los Dinosaurios (= Cerro de la Virgen ), near Rincón Colorado, W of Saltillo",Cretaceous 7,84.9,70.6,77.75,,Difunta,Cerro del Pueblo,,,,,,,,,,group of beds,no details given,,,,,mudstone,Y,,,,,,estuary/bay,,"body,trace","shallow, extensive brackish water bays, distributary channels",parautochthonous,,,,,,,,many,,concentrated,,,,macrofossils,,general faunal/floral,,"surface (float),surface (in situ),field collection",,,,,1975-1993,,,,,02/10/2005 20:40
76745,ETE,M. Carrano,,Aphrodina,,tippana,,,,,M. Carrano,27001,2004,Coahuila,,25.5,-101.400278,local area,,"1 km NE of Rincón Colorado, W of Saltillo",Cretaceous 7,84.9,70.6,77.75,,Difunta,Cerro del Pueblo,,Rincón Colorado,335,m,bottom to top,,,,,bed,335 m from base of formation,"""a highly cemented calcareous grey mudstone""",gray,lithified,calcareous,mudstone,Y,,,,,,estuary/bay,,body,"shallow, extensive brackish water bays, distributary channels",,,,occasional,,,,some,some,,,,,,"macrofossils,mesofossils",,general faunal/floral,,field collection,,,,"UMNH, RTMP",1992-2002,,,"quarry worked by Dinamation International, then by RTMP and UMNH",,30/11/2007 11:29
76745,ETE,M. Carrano,,Flemingostrea,,subspatula,,Ostreidae,,indet.,M. Carrano,27001,2004,Coahuila,,25.5,-101.400278,local area,,"1 km NE of Rincón Colorado, W of Saltillo",Cretaceous 7,84.9,70.6,77.75,,Difunta,Cerro del Pueblo,,Rincón Colorado,335,m,bottom to top,,,,,bed,335 m from base of formation,"""a highly cemented calcareous grey mudstone""",gray,lithified,calcareous,mudstone,Y,,,,,,estuary/bay,,body,"shallow, extensive brackish water bays, distributary channels",,,,occasional,,,,some,some,,,,,,"macrofossils,mesofossils",,general faunal/floral,,field collection,,,,"UMNH, RTMP",1992-2002,,,"quarry worked by Dinamation International, then by RTMP and UMNH",,30/11/2007 11:29
79607,ETE,M. Carrano,,Ethmocardium,,sp.,,,,,M. Carrano,26232,2002,Coahuila,,25.5,-101.400278,local area,parautochthonous,"1 km NE of Rincón Colorado, W of Saltillo",Cretaceous 7,84.9,70.6,77.75,,Difunta,Cerro del Pueblo,,,,,,,,,,bed,120 m from base of formation,"""marine shale""","concretionary,sideritic",,,"""shale""",,,,,,,marine indet.,,"body,concretion","""shallow open marine conditions""",parautochthonous,,,,,,,some,some,,,,,,"macrofossils,mesofossils",,general faunal/floral,,"surface (in situ),field collection",,,,M. C. Aguillón-Martínez,1994,,,,,14/03/2008 14:26
79607,ETE,M. Carrano,,Inoceramus,,vanuxemi,,,,,M. Carrano,26232,2002,Coahuila,,25.5,-101.400278,local area,parautochthonous,"1 km NE of Rincón Colorado, W of Saltillo",Cretaceous 7,84.9,70.6,77.75,,Difunta,Cerro del Pueblo,,,,,,,,,,bed,120 m from base of formation,"""marine shale""","concretionary,sideritic",,,"""shale""",,,,,,,marine indet.,,"body,concretion","""shallow open marine conditions""",parautochthonous,,,,,,,some,some,,,,,,"macrofossils,mesofossils",,general faunal/floral,,"surface (in situ),field collection",,,,M. C. Aguillón-Martínez,1994,,,,,14/03/2008 14:26
100163,PaleoDB,W. Kiessling,,Inoceramus,cf.,lingua,,Sphenoceramus,cf.,lingua,U. Merkel,34356,2006,Montana,Fergus,47.283333,-109.266667,small collection,,"NW 1/4 sec. 13, T. 22 N., R. 16 E. Fergus County",Cretaceous 7,84.9,70.6,77.75,Scaphites hippocrepis II,Montana,Eagle Sandstone,,,,,,,,,,bed,lower Eagle Sandstone,,,lithified,,sandstone,,,,,,,marine indet.,,"cast,mold/impression",,,,,,,,,,,,,,,,macrofossils,,taxonomic,,field collection,,,,,,,,,,01/12/2010 00:37
45561,ETE,M. Carrano,,Corbula,,sp.,,,,,M. Carrano,42675,2000,Alberta,,49.127654,-110.872474,small collection,parautochthonous,"LSD 4, Sec. 22, T2, R7, W4; Calib Coulee",Cretaceous 7,81.3,76.2,78.75,,Belly River,Foremost,,,,,,,,,,bed,upper unit of formation,"""base of a 3.5 m thick sandstone, which comprises silty sand and finely laminated shales. The host lithosome sits with sharp contact on the fourth parasequence of the middle (mudstone) succession.""",,,silty,sandstone,Y,,,planar lamination,"""shale""",,shoreface,,body,,parautochthonous,,,,,frequent,well,,,concentrate,concentrated,,good,,mesofossils,,paleoecologic,,"bulk,sieve,field collection",,,TMP,,,,,,,09/11/2004 14:35
45561,ETE,M. Carrano,,Ostrea,,sp.,,,,,M. Carrano,42675,2000,Alberta,,49.127654,-110.872474,small collection,parautochthonous,"LSD 4, Sec. 22, T2, R7, W4; Calib Coulee",Cretaceous 7,81.3,76.2,78.75,,Belly River,Foremost,,,,,,,,,,bed,upper unit of formation,"""base of a 3.5 m thick sandstone, which comprises silty sand and finely laminated shales. The host lithosome sits with sharp contact on the fourth parasequence of the middle (mudstone) succession.""",,,silty,sandstone,Y,,,planar lamination,"""shale""",,shoreface,,body,,parautochthonous,,,,,frequent,well,,,concentrate,concentrated,,good,,mesofossils,,paleoecologic,,"bulk,sieve,field collection",,,TMP,,,,,,,09/11/2004 14:35
87453,PaleoDB,A. Hendy,,Mactra,,alta,,,,,A. Hendy,29452,1931,Alberta,,49.766667,-112.45,basin,,"SPECIFIC LOCATION: Southern plains, Alberta, Canada. LAT/LONG: estimated based on Chin Coulee (type section), Alberta",Cretaceous 7,84.9,70.6,77.75,,,Foremost,,,,,,,,,,formation,"STRATIGRAPHIC RELATIONS: The unit is overlain by the Oldman Formation and underlain by marine Pakowki shales. AGE: Campanian on the basis of ammonite (and other groups) biostratigraphy; Santonian according to Canada Geological Lexicon, but this appears erroneous, as it overlies Early Campanian strata. STRATIGRAPHIC POSITION: List represents formation.",SPECIFIC LITHOLOGY: Siliciclastic. LITHIFICATION: Poorly-lithified based on personal observation by enterer.,,poorly lithified,,"""siliciclastic""",Y,,,,,Y,shoreface,,"body,original calcite,replaced with calcite",ENVIRONMENT: Shallow marine setting.,,,,,,,,,,,,,,,macrofossils,,general faunal/floral,some genera,"surface (in situ),field collection",,,,,,,,COLLECTOR: Multiple collectors. REPOSITORY: University of Alberta Geological Museum.,"COVERAGE: Limited to characteristic marine invertebrate taxa. NOMENCLATURE: Not an authoritative publication, and with somewhat antiquated nomenclature, but species-resolution identifications.",17/03/2009 18:31
87453,PaleoDB,A. Hendy,,Ostrea,,subtrigonalis,,,,,A. Hendy,29452,1931,Alberta,,49.766667,-112.45,basin,,"SPECIFIC LOCATION: Southern plains, Alberta, Canada. LAT/LONG: estimated based on Chin Coulee (type section), Alberta",Cretaceous 7,84.9,70.6,77.75,,,Foremost,,,,,,,,,,formation,"STRATIGRAPHIC RELATIONS: The unit is overlain by the Oldman Formation and underlain by marine Pakowki shales. AGE: Campanian on the basis of ammonite (and other groups) biostratigraphy; Santonian according to Canada Geological Lexicon, but this appears erroneous, as it overlies Early Campanian strata. STRATIGRAPHIC POSITION: List represents formation.",SPECIFIC LITHOLOGY: Siliciclastic. LITHIFICATION: Poorly-lithified based on personal observation by enterer.,,poorly lithified,,"""siliciclastic""",Y,,,,,Y,shoreface,,"body,original calcite,replaced with calcite",ENVIRONMENT: Shallow marine setting.,,,,,,,,,,,,,,,macrofossils,,general faunal/floral,some genera,"surface (in situ),field collection",,,,,,,,COLLECTOR: Multiple collectors. REPOSITORY: University of Alberta Geological Museum.,"COVERAGE: Limited to characteristic marine invertebrate taxa. NOMENCLATURE: Not an authoritative publication, and with somewhat antiquated nomenclature, but species-resolution identifications.",17/03/2009 18:31
87453,PaleoDB,A. Hendy,,Ostrea,,glabra,,,,,A. Hendy,29452,1931,Alberta,,49.766667,-112.45,basin,,"SPECIFIC LOCATION: Southern plains, Alberta, Canada. LAT/LONG: estimated based on Chin Coulee (type section), Alberta",Cretaceous 7,84.9,70.6,77.75,,,Foremost,,,,,,,,,,formation,"STRATIGRAPHIC RELATIONS: The unit is overlain by the Oldman Formation and underlain by marine Pakowki shales. AGE: Campanian on the basis of ammonite (and other groups) biostratigraphy; Santonian according to Canada Geological Lexicon, but this appears erroneous, as it overlies Early Campanian strata. STRATIGRAPHIC POSITION: List represents formation.",SPECIFIC LITHOLOGY: Siliciclastic. LITHIFICATION: Poorly-lithified based on personal observation by enterer.,,poorly lithified,,"""siliciclastic""",Y,,,,,Y,shoreface,,"body,original calcite,replaced with calcite",ENVIRONMENT: Shallow marine setting.,,,,,,,,,,,,,,,macrofossils,,general faunal/floral,some genera,"surface (in situ),field collection",,,,,,,,COLLECTOR: Multiple collectors. REPOSITORY: University of Alberta Geological Museum.,"COVERAGE: Limited to characteristic marine invertebrate taxa. NOMENCLATURE: Not an authoritative publication, and with somewhat antiquated nomenclature, but species-resolution identifications.",17/03/2009 18:31
87453,PaleoDB,A. Hendy,,Corbicula,,occidentalis,,,,,A. Hendy,29452,1931,Alberta,,49.766667,-112.45,basin,,"SPECIFIC LOCATION: Southern plains, Alberta, Canada. LAT/LONG: estimated based on Chin Coulee (type section), Alberta",Cretaceous 7,84.9,70.6,77.75,,,Foremost,,,,,,,,,,formation,"STRATIGRAPHIC RELATIONS: The unit is overlain by the Oldman Formation and underlain by marine Pakowki shales. AGE: Campanian on the basis of ammonite (and other groups) biostratigraphy; Santonian according to Canada Geological Lexicon, but this appears erroneous, as it overlies Early Campanian strata. STRATIGRAPHIC POSITION: List represents formation.",SPECIFIC LITHOLOGY: Siliciclastic. LITHIFICATION: Poorly-lithified based on personal observation by enterer.,,poorly lithified,,"""siliciclastic""",Y,,,,,Y,shoreface,,"body,original calcite,replaced with calcite",ENVIRONMENT: Shallow marine setting.,,,,,,,,,,,,,,,macrofossils,,general faunal/floral,some genera,"surface (in situ),field collection",,,,,,,,COLLECTOR: Multiple collectors. REPOSITORY: University of Alberta Geological Museum.,"COVERAGE: Limited to characteristic marine invertebrate taxa. NOMENCLATURE: Not an authoritative publication, and with somewhat antiquated nomenclature, but species-resolution identifications.",17/03/2009 18:31
87453,PaleoDB,A. Hendy,,Corbula,,perundata,,,,,A. Hendy,29452,1931,Alberta,,49.766667,-112.45,basin,,"SPECIFIC LOCATION: Southern plains, Alberta, Canada. LAT/LONG: estimated based on Chin Coulee (type section), Alberta",Cretaceous 7,84.9,70.6,77.75,,,Foremost,,,,,,,,,,formation,"STRATIGRAPHIC RELATIONS: The unit is overlain by the Oldman Formation and underlain by marine Pakowki shales. AGE: Campanian on the basis of ammonite (and other groups) biostratigraphy; Santonian according to Canada Geological Lexicon, but this appears erroneous, as it overlies Early Campanian strata. STRATIGRAPHIC POSITION: List represents formation.",SPECIFIC LITHOLOGY: Siliciclastic. LITHIFICATION: Poorly-lithified based on personal observation by enterer.,,poorly lithified,,"""siliciclastic""",Y,,,,,Y,shoreface,,"body,original calcite,replaced with calcite",ENVIRONMENT: Shallow marine setting.,,,,,,,,,,,,,,,macrofossils,,general faunal/floral,some genera,"surface (in situ),field collection",,,,,,,,COLLECTOR: Multiple collectors. REPOSITORY: University of Alberta Geological Museum.,"COVERAGE: Limited to characteristic marine invertebrate taxa. NOMENCLATURE: Not an authoritative publication, and with somewhat antiquated nomenclature, but species-resolution identifications.",17/03/2009 18:31
