collection_no,source_database,collection.authorizer,occurrence.genus_reso,occurrence.genus_name,occurrence.species_reso,occurrence.species_name,original.genus_reso,original.genus_name,original.species_reso,original.species_name,collection.enterer,collection.reference_no,pubyr,state,county,latdec,lngdec,geogscale,spatial_resolution,geogcomments,10_my_bin,ma_max,ma_min,ma_mid,zone,geological_group,formation,member,localsection,localbed,localbedunit,localorder,regionalsection,regionalbed,regionalbedunit,regionalorder,stratscale,stratcomments,lithdescript,lithadj,lithification,minor_lithology,lithology1,fossilsfrom1,lithification2,minor_lithology2,lithadj2,lithology2,fossilsfrom2,environment,tectonic_setting,pres_mode,geology_comments,spatial_resolution2,temporal_resolution,feed_pred_traces,encrustation,bioerosion,fragmentation,sorting,art_whole_bodies,disart_assoc_maj_elems,lagerstatten,concentration,orientation,preservation_quality,abund_in_sediment,assembl_comps,taphonomy_comments,collection_type,collection_coverage,coll_meth,collection_size,collection_size_unit,museum,collectors,collection_dates,rock_censused_unit,rock_censused,collection_comments,taxonomy_comments,collection.created
83092,PaleoDB,A. Hendy,,Nostoceras,,plerucostatum,,Nostoceras,,plerucostatum,A. Hendy,27908,1993,Arkansas,Hempstead,33.834167,-93.81,outcrop,,"SPECIFIC LOCATION: On the E side of the road and in the field just east of the road in the SW1/4 SE1/4 sec. 8, T11S, R26W, Yancy, Hempstead Co., Arkansas. LAT/LONG: estimated based on Yancy, Arkansas.",Cretaceous 7,84.9,70.6,77.75,Baculites scotti/Didymoceras stevensoni,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites scotti/Didymoceras stevensoni zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:05
83092,PaleoDB,A. Hendy,,Didymoceras,,binodosum,,Didymoceratoides,,binodosum,A. Hendy,27908,1993,Arkansas,Hempstead,33.834167,-93.81,outcrop,,"SPECIFIC LOCATION: On the E side of the road and in the field just east of the road in the SW1/4 SE1/4 sec. 8, T11S, R26W, Yancy, Hempstead Co., Arkansas. LAT/LONG: estimated based on Yancy, Arkansas.",Cretaceous 7,84.9,70.6,77.75,Baculites scotti/Didymoceras stevensoni,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites scotti/Didymoceras stevensoni zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:05
83092,PaleoDB,A. Hendy,,Didymoceras,,clardyi,,Didymoceratoides,,clardyi,A. Hendy,27908,1993,Arkansas,Hempstead,33.834167,-93.81,outcrop,,"SPECIFIC LOCATION: On the E side of the road and in the field just east of the road in the SW1/4 SE1/4 sec. 8, T11S, R26W, Yancy, Hempstead Co., Arkansas. LAT/LONG: estimated based on Yancy, Arkansas.",Cretaceous 7,84.9,70.6,77.75,Baculites scotti/Didymoceras stevensoni,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites scotti/Didymoceras stevensoni zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:05
83092,PaleoDB,A. Hendy,,Baculites,,taylorensis,,,,,A. Hendy,27908,1993,Arkansas,Hempstead,33.834167,-93.81,outcrop,,"SPECIFIC LOCATION: On the E side of the road and in the field just east of the road in the SW1/4 SE1/4 sec. 8, T11S, R26W, Yancy, Hempstead Co., Arkansas. LAT/LONG: estimated based on Yancy, Arkansas.",Cretaceous 7,84.9,70.6,77.75,Baculites scotti/Didymoceras stevensoni,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites scotti/Didymoceras stevensoni zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:05
83092,PaleoDB,A. Hendy,,Baculites,,crickmayi,,,,,A. Hendy,27908,1993,Arkansas,Hempstead,33.834167,-93.81,outcrop,,"SPECIFIC LOCATION: On the E side of the road and in the field just east of the road in the SW1/4 SE1/4 sec. 8, T11S, R26W, Yancy, Hempstead Co., Arkansas. LAT/LONG: estimated based on Yancy, Arkansas.",Cretaceous 7,84.9,70.6,77.75,Baculites scotti/Didymoceras stevensoni,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites scotti/Didymoceras stevensoni zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:05
83092,PaleoDB,A. Hendy,,Baculites,,sp.,,,,,A. Hendy,27908,1993,Arkansas,Hempstead,33.834167,-93.81,outcrop,,"SPECIFIC LOCATION: On the E side of the road and in the field just east of the road in the SW1/4 SE1/4 sec. 8, T11S, R26W, Yancy, Hempstead Co., Arkansas. LAT/LONG: estimated based on Yancy, Arkansas.",Cretaceous 7,84.9,70.6,77.75,Baculites scotti/Didymoceras stevensoni,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites scotti/Didymoceras stevensoni zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:05
83094,PaleoDB,A. Hendy,,Nostoceras,,arkansanum,,Nostoceras,,arkansanum,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
83094,PaleoDB,A. Hendy,,Didymoceras,,platycostatum,,Nostoceras,,platycostatum,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
83094,PaleoDB,A. Hendy,,Desmophyllites,,diphylloides,,,,,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
83094,PaleoDB,A. Hendy,,Pachydiscus,,sp.,,Pachydiscus,,sp.,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
83094,PaleoDB,A. Hendy,,Menuites,cf.,portlocki,,,,,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
83094,PaleoDB,A. Hendy,,Placenticeras,,sp.,,,,,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
83094,PaleoDB,A. Hendy,,Didymoceras,,tortum,,,,,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
83094,PaleoDB,A. Hendy,,Didymoceras,,mortoni,,,,,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
83094,PaleoDB,A. Hendy,,Didymoceras,,sp.,,,,,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
83094,PaleoDB,A. Hendy,,Oxybeloceras,,crassum,,,,,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
83094,PaleoDB,A. Hendy,,Baculites,,taylorensis,,,,,A. Hendy,27908,1993,Arkansas,Little River,33.796944,-94.060278,outcrop,,"SPECIFIC LOCATION: White Cliffs, Little River Co., Arkansas. LAT/LONG: estimated based on White Cliffs, Arkansas.",Cretaceous 7,84.9,70.6,77.75,,Taylor,Annona,,,,,,,,,,bed,"STRATIGRAPHIC RELATIONS: From the Annona Fm, which regionally overlies the Ozan Fm, and is overlain by the Marlbrook Fm, all of the Taylor Gp. AGE: Late Campanian on the basis of ammonite biostratigraphy; Baculites gregoryensis/B. reduncus zone. STRATIGRAPHIC POSITION: From phosphate bed at very base of Annona Fm.","SPECIFIC LITHOLOGY: Grey weathering chalky marl, with phosphatic nodules, sometimes welded into a phosphatic conglomerate. The phosphates are black, pale brown, and cream coloured. LITHIFICATION: Lithified, on the basis of figured specimens.","concretionary,phosphatic,black,brown,yellow",lithified,conglomeratic,lime mudstone,Y,,,,,Y,carbonate indet.,,"cast,mold/impression",ENVIRONMENT: Shallow marine cabonate setting.,,,,occasional,occasional,,,,,,,,poor,,macrofossils,,taxonomic,some macrofossils,"surface (in situ),field collection",,,USNM,Kennedy et al.,1973-1974,,,"COLLECTOR: W.J. Kennedy, W.A. Cobban, R.E. Burkholder, and B.F. Clardy, 1974-1974. REPOSITORY: USNM, Washington DC.","COVERAGE: Exhaustive for ammonoids, and including informally listed bivalves and gastropods. NOMENCLATURE: An authoritative publication, with modern nomenclature and species-resolution identifications.",07/08/2008 08:12
